"","x"
"4408","Hemmm update malah bagian masukan kupon gak bisa, ""ada kesalahan, coba lagi"" 50x udah di coba ttp aja bagian masukan kupon gak bisa di buka, gimna mau masukin kupon. Coba bagian pengmbangan app nya instal dan masukkan kode, pasti juga sama ""ada kesalahan, coba lagi"" kalo mau update ya di check dulu ...Ulasan LengkapHemmm update malah bagian masukan kupon gak bisa, ""ada kesalahan, coba lagi"" 50x udah di coba ttp aja bagian masukan kupon gak bisa di buka, gimna mau masukin kupon. Coba bagian pengmbangan app nya instal dan masukkan kode, pasti juga sama ""ada kesalahan, coba lagi"" kalo mau update ya di check dulu to, apa memang sengaja. Gak tau lah... Untuk smntara ini pindah ke app tetangga aja lah."
"4409","Kenapa ya bookingan saya dibatalkan secara sepihak dari oyo? Udah jauh2 dateng ke hotel malah kena pembatalan dari pihak oyo. Waktu pemesanan saya pertama lancar2 saja. Yang kedua ini dari pihak oyo membatalkan secara sepihak. Sampai di hotel pemesanan saya di apps sudah lenyap. Mohon konfirmasinya ...Ulasan LengkapKenapa ya bookingan saya dibatalkan secara sepihak dari oyo? Udah jauh2 dateng ke hotel malah kena pembatalan dari pihak oyo. Waktu pemesanan saya pertama lancar2 saja. Yang kedua ini dari pihak oyo membatalkan secara sepihak. Sampai di hotel pemesanan saya di apps sudah lenyap. Mohon konfirmasinya saja. Saya email juga kagak bisa.."
"4410","Ok."
"4411","Untuk pengalaman pertama pake oyo. Sangat memuaskan, dgn promo yg sangat murah. Sangat recommended. Terutama wilayah Makassar dan sekitarnya. 🙏👍👍👍"
"4412","Sory oyo lu kagak bagus apk nya menurut nya w terpaksa w download cuma mau komentar ajah biar semua nya pada tau kalo lu ada in yang undang teman 20orang dapat ovo 200k mana bukti nya hahah scam 😎🖕 jangan pake bahasa inggirs w kgk ngerti njir😎🖕"
"4413","Kuy download mayan buat yg punya pasangan 🤣🤣🤣 ekekek Jangan lupa masukan kode ini ya👉👉👉👉👉👉👉👉 BANGWORBKJ 👈👈👈👈👈👈👈"
"4414","Sangat memuaskan di raffles city hotel bengkulu"
"4415","Harga ekonomis hotel maximalis"
"4416","No recemonded"
"4417","Uuuuh"
"4418","Uang saya balikin,,, Udah transfer,,, Masih ajj di tagih di hotel,, Di suruh bayar cash,,"
"4419","Top"
"4420","Mantap"
"4421","Oyo. Emang bast J"
"4422","Pelayanan ramah dan kamar nya bersih..cocok sekali untuk yang bersantai..pengen ngulang lagi..seepp"
"4423","Ok"
"4424","good"
"4425","Oke"
"4426","Sekarang kok kode promonya gk bs dganti ya, gk bs diedit, kan percuma trs kalau ada promo yang 17 rb, tp gk bisa digunakan, tolong diperbaiki, semakin kesini harusnya makin baik"
"4427","Yang respon bintang 5... itu semua sehat???atau akun second oyo neh wkwk"
"4428","Good"
"4429","Ok"
"4430","Satu Dulu Pengen Lihat Lihat Dulu"
"4431","Murah meriah"
"4432","Good"
"4433","Bagus pelayanan"
"4434","Mantap"
"4435","Baru mau coba"
"4436","Good"
"4437","Min Saya Udh Undang 20 Orang Dan Cara Mendapatkan 200.000 Ovo Cashnya Dikirimnya Kapan Tpi Ovoku Belom Primer Min Bisa Gak?"
"4438","Matap, msh blm ada 1 kamar buat 3 orang."
"4439","Sangat puas dengan pelayan dan harga promo di oyo"
"4440","Bagus"
"4441","Oke bgt"
"4442","Lumayan untuk kantong pas pasan wkwk MUHAW9RJ7 buat yg mau dpet oyo point silahkan d copy gratis"
"4443","Min maaf mao nanya kan oyi sedang mengadakan event undang teman sebanyak 20 untuk mendapatkan saldo ovo sebesar 200k ini saya udh selesai tpi ko blm dpt saldo nya juga yaa ? Tlong di bls min 🙏"
"4444","Aplikasi ababil, saya pesan kamar, dan sdh bayar pakai debit, sampai di lokasi suruh bayar lagi cash, okey saya bayar, sdh telp cs oyo juga, saya minta konfirmasi bu email bahwa uang saya yg saya bayar pakai debit untuk di kembalikan. Sampai detik ini gak dapat email, pdhl adh tanggal 5 September, s...Ulasan LengkapAplikasi ababil, saya pesan kamar, dan sdh bayar pakai debit, sampai di lokasi suruh bayar lagi cash, okey saya bayar, sdh telp cs oyo juga, saya minta konfirmasi bu email bahwa uang saya yg saya bayar pakai debit untuk di kembalikan. Sampai detik ini gak dapat email, pdhl adh tanggal 5 September, skrg sdh tgl 8 september, katanya konfirmasi email 1*24 jam? Bener2 aplikasi ababil, duiy juga belum balik."
"4445","Tambahkan hotel untuk area pontianak"
"4446","Good"
"4447","ga nyesel dah 😊"
"4448","Gimana nih oyo katanya kamar harganya 17k udah saya apply kode promonya tetep gak bisa!!!!"
"4449","ALYAJWGVVR pakai kode ini untuk dapat saldo ovo 200k"
"4450","Top Quality"
"4451","Ok"
"4452","Goooood..."
"4453","Oyo 597 Joyce, tidak ada air mineral, tidak ada shampo, tidak ada odol. Nyesal nginap di Oyo. Trus kembalian saya tidak dikembalikan saat check out. Hanya deposit saja yg dikembalikan. Alasannya uang dibawa Koko semua. NYESAL NGINAP DI OYO"
"4454","ook"
"4455","Yuuk mari"
"4456","Aplikasi yang sangat bermanfaat , terima kasih oyo"
"4457","banyak diskon tapi gak bisa dipake, masukin voucher error mulu."
"4458","knp setiap mau masukan kode voucher terjadi kesalahan terus"
"4459","Bagus"
"4460","Nyaman"
"4461","Baguss"
"4462","Semakin hari semakin baik dan berkualitas"
"4463","Top"
"4464","Mantap"
"4465","Kecewa udh pake kupon tapi tetep aja bayarnya susai harga asli!! Kalo udh baik baru aku ubah bintang 5"
"4466","Malas jelasin lah,, lu cobain aja sendiri ntar juga tau masalahnya dimana.."
"4467","Hotel nya bagus bagus dengan harga terjangkau"
"4468","#orifil"
"4469","belum mau mencoba...d/a dimana?"
"4470","Mantul"
"4471","Gunakan kode"" DIMARORJGO "" untuk login Dan anda akan mendapatkan voucher ovo"
"4472","Jangan pesan disini,saya udah transfer tapi pesanan tidak terkomfirmasi,, kodenya ber ubah-ubah terus,saya saranin di aplikasi sebelah saja,pembayaran lebih mudah"
"4473","Mudah dan yg pasti menyenangkan"
"4474","Hanya bualan"
"4475","Mantap"
"4476","Cukup baik"
"4477","Kode voucer tidak bisa diganti.. Parah!!"
"4478","Oke"
"4479","Tolong Dong Saya Capek Kumpulkan 20 orang Memang mudah apah Ngumpulin 20 orang Mana OVO nya Dong Gak Masuk²"
"4480","keren"
"4481","iya sangat membantu"
"4482","oyo memberikan terbaik"
"4483","Kamar2 oyo lebih layak sih daripada kompetitornya"
"4484","Goood OYO paling TOP BGT"
"4485","bagus"
"4486","Cool!"
"4487","Sangat membantu menemukan hotel murah"
"4488","Yo invite (FIRMLW2OQX) Yg invite dpt pahala"
"4489","Mantap"
"4490","Ini bayarnya lewat debit sama kredit doang ya? Gabisa pake atm (transfer) ?"
"4491","hebat"
"4492","Aplikasinya bagus dan daftarnya jg gampang Jangan lupa masukkan kode (ADEMMXDJK) pada saat pendaftaran dan dapatkan point 100000"
"4493","Hebat..."
"4494","Harga memang lbh .miring.. mantabb"
"4495","MAFF MIN SAYA SUDAH INVIT 20 ORANG KOK BELUM MASUK SALDO OVO NYA KATANYA DAPET BOHONG NIH APLIKASINYA"
"4496","JELEK BANGET UDAH NGUNDANG 9 ORANG , TAPI PAS DI APK OYO NYA MASIH 0 ( NOL ) APLIKASI PENIPU !! 😑"
"4497","Mantap"
"4498","Mantap"
"4499","Untuk kamar dan pelayanan cukup memuaskan, sesuai harga. Tapi ketika booking dan sudah bayar lewat DOKU, saat pemesanan di canceled, ternyata uang tidak bisa kembali, dengan alasan belum ada transaksi yang tercatat, dan di suruh menghubungi bank. Padahal sebelumnya sudah ada email konfirmasi bahwa p...Ulasan LengkapUntuk kamar dan pelayanan cukup memuaskan, sesuai harga. Tapi ketika booking dan sudah bayar lewat DOKU, saat pemesanan di canceled, ternyata uang tidak bisa kembali, dengan alasan belum ada transaksi yang tercatat, dan di suruh menghubungi bank. Padahal sebelumnya sudah ada email konfirmasi bahwa pembayaran sudah dilakukan..."
"4500","Good aplikasi"
"4501","Weww"
"4502","Ok"
"4503","Bagus"
"4504","Mudah"
"4505","MASUKIN KODE INI PASTI KAMU DAPAT UANG [DEAWKYOQ2] YU DI COBA YG MAU UANG"
"4506","Recommended"
"4507","( Y U S U 5 R K X X G ) masukan dan terapkan mudah kan?!"
"4508","Good experience"
"4509","Saya sudah merekomendasikan 20 orang, dan gimana caranya saya mencairkan saldo OVO 200rb nya"
"4510","Keren"
"4511","Mohon ditambahkan opsi pembayaran seperti via OVO atau gerai (alfamart & Indomaret)"
"4512","Best"
"4513","Ribet, lola"
"4514","mntul"
"4515","Amat baik"
"4516","Mantappppp"
"4517","Menyenangkan"
"4518","kereen"
"4519","jelek"
"4520","Coba dulu mudah2 ngk nipu"
"4521","ko bnyk yg ga masuk ya reffnya, pdhl bnyk yg donlod pke link gw, klo ginibmah percuma saya cari reff, penipuan!"
"4522","Saya sudah mengajak kerabat saya untuk download aplikasi ini, dan sign up menggunakan kode refereal saya. Tapi knp saya tidak mendapatkan poin?! Sudah 3 org menggunakan kode referal saya, saya tetap tidak mendapat poin."
"4523","Kenapa Yaa Ngk Bsa Di Claim Hadiah Dana Ovonya Pdahal Sya Sdh Menyelesaikan Misi Undng tmn 20 orng Tpi ngk bsa D claim Dana Ovonya"
"4524","APLIKASI SAMPAH SUDAH CAPEK2 DAN BERJAM JAM AJAK TEMAN DOWNLOAD APLIKASI NYA SAMPAI 20 ORANH BIAR BISA DAPET REWARD 200 OVO, TAPI SETELAH KELAR MISINYA KAGAK DIKASIH APA APA SAMA SEKALI APLIKASI MISKIN GAK PUNYA MORAL DAN OTAK"
"4525","Hebat"
"4526","mantap"
"4527","Gk tau Cuma pingin aja"
"4528","Mantaaav"
"4529","Sipppp"
"4530","Easy to book!"
"4531","Itu kenapa dah pas mau masukin Code voucher malah back again -_- percuma dpt voucher min kalo ga bisa dipake"
"4532","Kenapa ya susah banget buat cara pembayaran nya error mulu, padahal udah bener, kalo bisa ada pembayaran via minimarket biar gampang"
"4533","Min saya sdh ngundang 25 orng kok belum bisa diambil vocer 200K OVO nya atau nunggu event berakhir?,Tutornya dong min"
"4534","Bagus. Mudah mudahan seperti yg terlihat di photo"
"4535","Pelayanan dan kebersihan nya sngat memuaskan"
"4536","Pelayanan memuaskan"
"4537","Masukan kode AYUBKOJO untuk menginap gratis bersama saya ..."
"4538","Gila cepet banget Dapet 200k Cuma pake kode: M D A N G W O N K 9 langsung dapet"
"4539","Oyo sets low standard of quality. Oyo quality means No soap, No shampoo, No breakfast, No sandals... This is my first time using Oyo & i will never use it again!"
"4540","Keren"
"4541","Mantul"
"4542","Transaksi cepat, banyak promo, hotel bagus bagus, recomended 👍"
"4543","sangat mudah dioperasikan"
"4544","PUTRN9Y7M3 cari 20reff"
"4545","Saya sudah lengkap ajak 20 teman tapi kenapa saldo ovo nya belum masuk, Tolong hargai usaha orang untuk mengajak orang lain tahu tentang oyo🙏🙏 Kalau cepat prosesnya saya kasik bintang 5.."
"4546","pemesan mudah..bisa bayar dihotel..."
"4547","Mantul"
"4548","Lebih murah lg dong hehehe"
"4549","Bagus"
"4550","Mantap"
"4551","Nyoba check in prtama kali hotelnya bersih rapi dan nyaman di griya nina Surabaya"
"4552","Ayo yang baru download bisa pake kode ini ( P R A B 7 A O L 5 9 ) Terimakasih yang udah mau pake kode ini"
"4553","Awalnya saya tertarik saat melihat event invite teman dapat saldo ovo, saya sudah coba invite teman saya tapi kenapa macet di 5 orang saja? So please fix that, yang awalnya saya semangat buat promosiin aplikasi ini, dan sekarang malas karena masalah macet di 5 orang ini"
"4554","Oke"
"4555","Masukkan kode HERMBKOVMQ dan dapatkan hadiah pertama kamu!"
"4556","Mantap"
"4557","Bagus"
"4558","Tolong hentikan iklan oyo yg sering muncul di hp sy"
"4559","Very nice"
"4560","Mantap"
"4561","Ini dah undang teman 20 gk masuk masuk ovo nya Kalo limit setidak nya kasih saya 50k lah Udah capek loh ngundang teman"
"4562","Mantap"
"4563","Mantap"
"4564","Ok"
"4565","mantap sekali"
"4566","oke"
"4567","Luar biasa!!"
"4568","Tulisannya gunakan kode HARTAKARUNOYO gimana cara gunainnya ? Sedangkan buat ganti voucher aja ga bisa udah dipatok di 1 voucher doang, fitur buat reedem kodenya juga ga ada, apalah ini sampah"
"4569","Its not easy to use this application"
"4570","Tai gak bisa dftar"
"4571","Jangan lupa buat yg baru instal pasang kode ZAINGWXKK5 biar kamu dapat 100000 poin pertama km😊 buruan jangan sampai lupa!!!"
"4572","Mau pesen katanya murah pakai aplikasi, mau pakai voucher dr samsung jadi nya jatuh mahal juga. Mending ngga usah. 😑"
"4573","MUKTWK4QMA ayo gaes saling bantu"
"4574","Mantap"
"4575","apk babi lah gua udah ajak kawan gua lebih dari 20+ tapi stuck di 9 orang asu lah,gua udah susah payah eh malah stuck di 9 orang>:("
"4576","Kenapa ovo cash saya belum masuk² padahal sudah mengundang 20 orang lebih?"
"4577","Mantap"
"4578","Harganya OK banget...!"
"4579","Good"
"4580","Mau kasih info apk ini ada envent 200k saldo ovo.buruan download gan!nanti ada perintah masukan kode.kodenya ini gan BAGAKWMWRG inget gan kodenya itu.buruan download!"
"4581","Ok"
"4582","Daftar sekarang dan dapatkan 100,000 OYO Points. Gunakan kode: REZAVLAGGN Auto bisa donlod diamond ml ato freefire 😀😀"
"4583","Lebih mudah"
"4584","Bagusss"
"4585","Cukub mengesankan nginab di naomi heritage ada rasa rindu sama para resebsionisnya...seperti kelurga... ramah n humoris banget"
"4586","Masukkan kode ELLIQNRJLL saat sign up/daftar , akan dapat ovo 200k ."
"4587","cucok"
"4588","Review nya pada jelek. Mungkin sistemnya kurang bagus. Nnt kl sistem sdh bagus baru download lagi."
"4589","Aplikasi sampah Nulis promo tapi mau di masukin kode promonya ga bisa mental"" GOBLOK banget yg bikin APK Atau prosedur perusahaan yang takut bangkrut Jangan bikin promo kalau nggak bisa di pakai"
"4590","mntabz"
"4591","Masukin referal HERUDEAYEX biar dapet saldo 100.000"
"4592","Banyak diskon bisa ngurangi biaya hotel"
"4593","Mantul"
"4594","Good app"
"4595","Hati hati menggunakan aplikasi ini, saya mengalami pengalaman buruk terkait double pembayaran. Cs nya tidak kompeten berbeda beda dalam memberikan penjelasan sehingga konsumen yang di rugikan. Mending yang pasti pasti aja seperti traveloka atau airy."
"4596","Ok"
"4597","Jika anda suruh masukan kode dibawah e-mail saat mendaftar masukan IRFADENADJ untung mendapatkan 100000 ribu poin untung memboking hotel"
"4598","Dua kali booking berhasil tapi kehabisan kamar. Telpon call center gak ada jalan keluar hanya dapat permintaan maaf dan biaya telpon mahal karena no yg d gunakan bukan no telp rumah."
"4599","Masukan kode (Y U Z Z 9 2 3 X L K) Supaya dapat discond 50% di jamin work daftar nya juga gampang"
"4600","Mantap.."
"4601","Hayu download apk ini kamu bisa memenangkan ovo 200k Dengan memasukan kode (S O F Y 5 R 3 J 7 M)ayo di masukan di halaman pendaftaran bisa dapet ovo 200k lohh kapan lagi ya kan #terimakasih"
"4602","niceee"
"4603","SARAN SAYA JIKA MAU KASIH PROMO HARTAKARUN ITU YANG REAL BISA DI BOOK HOTEL NYA.. INI DAPAT PROMO HOTEL FULL BOOK..#MENDINGGUSAHPROMO"
"4604","Bagus"
"4605","Baik"
"4606","Good"
"4607","Gunakan KURIVLD9JW untuk mendapatkan 500000 Ovo cash langsung , oyo ovo is the best"
"4608","Tidak bisa memasukkan kode promonya. Ketika d klik selalu langsung back sendiri"
"4609","Enak"
"4610","Masukkan Kode RONIADGYO9 agar dapat 100rb point"
"4611","Kenapa saya tidak bisa apply cupon saya sendiri ya?"
"4612","Good"
"4613","Waww bagi yang mau install ini aplikasi bagi yang mau mendapatkan ovo cash 200 silahkan masukkan kode (MUHABKGJQY) Silahkan di coba"
"4614","Assalamualaikum . kak Aku mau nanya kemarin saldo aku di oyo 1.5jt kok tiba2 hilang pas ad banyak hotel yang baru buat . Apa karna hilang sendiri atau gimana"
"4615","Good"
"4616","sangat baik pelayanannya"
"4617","Ok"
"4618","Sangat memuaskan sekali pakai aplikasi oyo"
"4619","Bagus hotelnya murah bersih nyaman ga bising,😊"
"4620","Ayooo gunakan ICCAJW77AQ"
"4621","Good"
"4622","Sale 17rb mmg nyata adanyaa ... sekarang lebih suka sm OYO ketimbang tetangga sebelah 😆"
"4623","Makin d depan oyo,, #maribereproduksi Asiappp"
"4624","Bagus"
"4625","SangatBerguna"
"4626","Oke"
"4627","Nggak sesuai dengan gambar...kecewa.."
"4628","Oke"
"4629",".memulai kesempatan"
"4630","MEYJWMXDV coba kalian masukan kode ini pas registrasi MEYJWMXDV nanti kalian dpt point"
"4631","Terjangkau, murah dan dimana saja"
"4632","Mantap"
"4633","keren"
"4634","Map nyabcantumkan lebih jos hehe"
"4635","Joss . Risik . Nyaman"
"4636","Terbaiks"
"4637","Kalau mau mesen hotel gunakan ini IKHWO7Y4RG"
"4638","Nice, harga murah dan tempat nyaman. Ada di banyak kota dan banyak pilihannya. Bisa dapet point 100000 juga kalo daftar pake kode referral AMANADRKO9 😊"
"4639","Udah ngundang temen tapi ga dapet diskon ataupun ovo 200k -,-"
"4640","Hebat"
"4641","Great n owwesome"
"4642","Oke bgt"
"4643","NURUMMQNVK masuk kan kode ini agar kalian dpat point senilai 100.000😊"
"4644","tidak bisa ganti kode voucher"
"4645","Bagus"
"4646","Mantap"
"4647","gooood"
"4648","Sangat membantu bagi backpaker"
"4649","sangat buruk"
"4650","ok"
"4651","Masukan kode saat mendaftar (HAPILWYAMN) untuk mendapatkan 200K Saldo OVO"
"4652","Recommended bgt"
"4653","Mantab cooyyy"
"4654","EITAADAAMW code reveral"
"4655","Ngapain d bannernya masih tertera hotel 17rb tp tidak bisa digunakan.. Kode vouchernya sudah tidak berlaku.. Padahal di deskripsinya tertulis berlaku dari september sampai oktober.. Penipuan namanya.. Tolong diperbaiki.."
"4656","Baik dan nyaman"
"4657","why my point in all oyo rooms cant use ?? i have 49.000"
"4658","Ok"
"4659","Kenapa sulit untuk masukin kode promo"
"4660","Kemudahan dalam melakukan proses booking"
"4661","Aplikasi ini sangat bagus jgn lupa masukan code(ARFA6NA9KA)untuk mendapatkan saldo ovo gratis"
"4662","Sudah Lumayan Baik, Berani Bersaing.. Mohon Di Evaluasi dan dibenahi kembali, beberapa Hotel yang berkerjasama dengan OYO dalam hal Kebersihan, Pelayanan, Keramahan, Kebijakan dalam hal bertamu atau Ada yang berkunjung seperti di Blueberry dan lainnya, Terutama khususnya Di OYO 208 Ghouse, Tingkatka...Ulasan LengkapSudah Lumayan Baik, Berani Bersaing.. Mohon Di Evaluasi dan dibenahi kembali, beberapa Hotel yang berkerjasama dengan OYO dalam hal Kebersihan, Pelayanan, Keramahan, Kebijakan dalam hal bertamu atau Ada yang berkunjung seperti di Blueberry dan lainnya, Terutama khususnya Di OYO 208 Ghouse, Tingkatkan kebersihan, Pelayanan , Fasilitas TV, Toilet, Kebersihan Seprei, Sarung Bantal, Bedcover, Agar Menjadi Lebih Baik lagi... Agar Semakin Baik kedepannya kualitas OYO Hotel..Terima Kasih"
"4663","masukan ( N A N I M K J N M K ) dan ikutilah even even di oyo dengan mengundang teman,kamu juga bisa dapat diskon menginap di hotel yang telah disediakan di aplikasi ini,silahkan daftar dahulu dan segera instal aplikasi oyo jangan lupa masukan kodereferal ( NANIMKJNMK ) semoga aja bisa membantu dan ...Ulasan Lengkapmasukan ( N A N I M K J N M K ) dan ikutilah even even di oyo dengan mengundang teman,kamu juga bisa dapat diskon menginap di hotel yang telah disediakan di aplikasi ini,silahkan daftar dahulu dan segera instal aplikasi oyo jangan lupa masukan kodereferal ( NANIMKJNMK ) semoga aja bisa membantu dan berguna buat kamu yang baru bergabung."
"4664","Bagus"
"4665","yuk, bagi kalian yang baru daftar gunakan kode referal "" KEVINCGBS "" lumayan dapat 100k secara cuma cuma loh. terima kasih oyo👍"
"4666","Very Good. I recommend you use the OYO app for hassle-free stays at affordable prices, friendly couple and use code: VERSDJBDX"
