"","x"
"1012","Jangan pakai jasa agoda, saya pesan hotel dengan diskon murah 1bulan sebelum tanggal penginapan tetapi sampai penginapan tidak ada data orderan saya yang dismpaikan dihotel. Sehingga saya tidak dapat kamar dari orderan agoda, kemudian saya menghubungi cs tetapi tidak ada layanan dalam bahasa saya sa...Ulasan LengkapJangan pakai jasa agoda, saya pesan hotel dengan diskon murah 1bulan sebelum tanggal penginapan tetapi sampai penginapan tidak ada data orderan saya yang dismpaikan dihotel. Sehingga saya tidak dapat kamar dari orderan agoda, kemudian saya menghubungi cs tetapi tidak ada layanan dalam bahasa saya sangat kecewa. Pada akhirnya saya teraksa walkin dengan mengeluaran 2x pembayaran untuk hotel. Saya sangat tidak menyarankan menggunakan layanan agona ini, seolah olah kita dipermainkannya.😠"
"1013","Layanan bagus... trima kasih agoda"
"1014","Good"
"1015","Kecewa! Saya pesan hotel lewat agoda tgl 17 November pembayaran via indomaret, namun pada saat check in pihak hotel belum menerima booking hotel saya, apakah ada pertanggung jawaban dari pihak agoda???"
"1016","Pembayaran nya ribet, harus cari indomart/alfamart yg tidak 24jam. daftar kartu debit selalu gagal.. kayak aplikasi sebelah dong ada nomer rekening dan kode unik pembayaran nya, jd bisa pakai M-BANKING atau transfer via ATM di manapun dan kapanpun berada.. kalo sudah ada nomer rek nya saya kasih bin...Ulasan LengkapPembayaran nya ribet, harus cari indomart/alfamart yg tidak 24jam. daftar kartu debit selalu gagal.. kayak aplikasi sebelah dong ada nomer rekening dan kode unik pembayaran nya, jd bisa pakai M-BANKING atau transfer via ATM di manapun dan kapanpun berada.. kalo sudah ada nomer rek nya saya kasih bintang 5 ⭐⭐⭐⭐⭐"
"1017","Mantabb, murah2.."
"1018","Good"
"1019","Ok"
"1020","Yesd"
"1021","Banyak pilihan,harga nya murah murah"
"1022","mau reschedule dr resortnya bs dr agodanya susah, terutama payment tambahan krn reschedule, 4-5 kali tlp panjang lama, ampe sejam lbh, dan selalu keputus di tengah krn mereka prosesnya lama, indosat jg kalau dah waktu tertentu dia putusin tlp. Ampe sekarang gak jelas, katanya mau di tlp balik, call ...Ulasan Lengkapmau reschedule dr resortnya bs dr agodanya susah, terutama payment tambahan krn reschedule, 4-5 kali tlp panjang lama, ampe sejam lbh, dan selalu keputus di tengah krn mereka prosesnya lama, indosat jg kalau dah waktu tertentu dia putusin tlp. Ampe sekarang gak jelas, katanya mau di tlp balik, call center bhs indonesia penuh diarahin ke melayu, ngulang lg cerita masalah gw, disuruh nunggu buat disambungin ke cs sebelumnya, gt terosss gak beres2 cuma mau reschedule. pdhal dr resortnya simple"
"1023","Bagus dan cepat...proses nya"
"1024","Harga paling murah"
"1025","Cepat Mudah"
"1026","Pelayanan customer service yang luar biasa...👍👍👍👍👍👍"
"1027","Keren"
"1028","Baik super"
"1029","Lebih murah dari aplikasi lain"
"1030","Bagus sekali"
"1031","Bagus dan tingkatkan terus."
"1032","puas"
"1033","Mantap, cari hotel jd gampang"
"1034","Very good"
"1035","agoda lagi mengecewakan gak ada pembayaran melalui mini market, maaf saya un instal"
"1036","Paling murah dari semua aplikasi pesaingnya. Saya telah buktikan sendiri."
"1037","✌️✌️"
"1038","Very good"
"1039","Puas"
"1040","Knp ga langsung tambah pajak"
"1041","easy apps"
"1042","Pesan mau bayar pake metode pembayaran apa pun ngga bisa,,,gmn mau booking"
"1043","Bagus aplikasinya, dan kadang juga dapat Voucher juga..semoga dapat di tingkat kan lagi Aplikasinya biar tambah baik dan sempurna...Sering2 bagi bagi Voucher yg Banyak 🥰👍"
"1044","Pelayanan nya kurang memuaskan, dr listrik air handuk"
"1045","Tidak ada komen, mantap pokoknya"
"1046","Lumayan"
"1047","Aman dan nyaman"
"1048","Murah"
"1049","Ok"
"1050","sangat baguss"
"1051","Sahabat traveling saya"
"1052","Mantap"
"1053","Love 😍 apilkasi ini"
"1054","Ok"
"1055","Harga murah, simple dan cepat"
"1056","Ok"
"1057","Banyak pilihan hotel"
"1058","Good"
"1059","Bantu Bro Yg Udh Klik Jangan Lupa Cantumin Nick Biar Ketahuan Yg Ngeklik 🙏🙏🙏"
"1060","SANGAT KECEWA"
"1061","Mantappp....... Mantappppppp"
"1062","Mantap. Sangat membantu"
"1063","Sudah bayar tp pesanan dibatalkan tp uang tidak kembali"
"1064","Sangat buruk dan tidak bisa di andalkan saat mendesak, saat waktu2 crowded ketersediaan hotel tertulis ada tapi saat kita sudah transfer kemudian mendapat email bhw pesanan kita ditolak DAN PROSES REFUND YANG SANGAT RIBET LAMA DAN TIDAK PASTI !!!!!!!!!! BURUK BURUK BURUK"
"1065","Harga istimewa"
"1066","Bagus"
"1067","Bagus...cepat...jujur"
"1068","Tidak pernah mengecewakan rata2 kamar hotel yg kami pesan bersih, kami tdk pernah memesan dng aplikasi lain krn Agoda ""commit"" terhadap janji dan pelayanannya, Agoda juga memberikan variasi harga yg menarik utk pelayanannya. (Hanya no telp representative CS Jakarta Indonesia yg perlu dipermudah agar...Ulasan LengkapTidak pernah mengecewakan rata2 kamar hotel yg kami pesan bersih, kami tdk pernah memesan dng aplikasi lain krn Agoda ""commit"" terhadap janji dan pelayanannya, Agoda juga memberikan variasi harga yg menarik utk pelayanannya. (Hanya no telp representative CS Jakarta Indonesia yg perlu dipermudah agar komunikasi semakin lancar dan mudah) Bravo Agoda, sukses terus !!! Salam, Hilda Christina"
"1069","Ok dan mudah ,bebas memilih"
"1070","Byk promo,enak lbh murah"
"1071","Luar biasa memang agoda"
"1072","Aplikasi rumit, cs rumit, semua di persulit"
"1073","Good aplikasi"
"1074","The best lah poko y membantu..."
"1075","sangat membantu untuk mencari penginapan bagus dengan harga terjangkau. saran untuk pembayaran agar bisa pakai dompet digital jadi lebih mudah."
"1076","Membantu"
"1077","Efisien"
"1078","Agoda is the best...mudah dlm pencarian hotel yg dibutuhkan 👍"
"1079","Pemesanan sangat cepat"
"1080","Keren"
"1081","Baik sih . Cmn kalau bisa harganya lsung real + ppn nya. Jd langsung tau"
"1082","Harga murah tapi aga bingung pas mau bayar pake m banking bca ga bisa"
"1083","Sangat membantu"
"1084","mantap"
"1085","aplikasi sampah"
"1086","good"
"1087","Oke banget"
"1088","Good--"
"1089","ok"
"1090","Sangat membantu"
"1091","Mantappp, tlg utk pembyaran kartu kredit, bisa dipakai utk kirim permintaan ferifikasi"
"1092","Cepat ga ribet"
"1093","Pakai agoda no ribet, semua bisa diatur dapat harga yg lebih murah"
"1094","Oke banget"
"1095","Mantap,, dengan agoda pemesanan lebih mudah"
"1096","Ok"
"1097","Aplikasi yang mengecoh...terlihat lebih murah dr aplikasi lain..trnyata setelah mau pembayaran harga berubah karna ada tax nya..🤦‍♂️👎"
"1098","Harga yg tercantum bukan hrg real.. semoga agoda bs memperbnyk promosinya lg"
"1099","RESPECT untuk agoda Tgl 9 Nov 2019 saya ada problem pemesanan kamar Reddoors melalui apk agoda. Dan saya mengajukan complain. (Saya kira akan di hiraukan seperti apk2 lain). Namun fully respect buat complain Handling dari team Agoda specialy Mr.Daniel Karna profesional dan kepedulian terhadap keluha...Ulasan LengkapRESPECT untuk agoda Tgl 9 Nov 2019 saya ada problem pemesanan kamar Reddoors melalui apk agoda. Dan saya mengajukan complain. (Saya kira akan di hiraukan seperti apk2 lain). Namun fully respect buat complain Handling dari team Agoda specialy Mr.Daniel Karna profesional dan kepedulian terhadap keluhan costumer kalian. Jadi merubah Rating Buruk saya ke agoda Menjadi Sangat Baik + fully Respect untuk agoda. Thank you Agoda for your Complain Handling. Specialy Mr.Daniel (Team Sosmed)."
"1100","Mantap.."
"1101","Mntap cuyy"
"1102","Kereeen ... Sangat membantu ...."
"1103","Mudah digunakan. Lebih baik jika metode pembayaran ditambah."
"1104","Mudah, lengkap, kompetitif"
"1105","Good aplikasi"
"1106","Ok"
"1107","Bagus murah"
"1108","Lebih murah"
"1109","Untuk pemesanan hotel sudah sangat baik .. Tp utk pemilik properti agoda homes, ketika ada masalah bingung harus konfirmasi ke siapa .. Utk call center agoda homes Indonesia berapa ya ? Tolong dijawab ya .. Terima kasih banyak 👍"
"1110","Kemudahan dalam penggunaan"
"1111","Puas sekali"
"1112","Bagus . Dan ga ribet"
"1113","bagus"
"1114","mantap"
"1115","Belum"
"1116","Aplikasi yg sangat merugikan saya pesan hotel dan tbtb di batalkan secara sepihak. Dan pihak hotel tidak menerima id saya. Sekarang uang saya belum kembali padahal saya sudah beberapa kali menghubungi untuk mengembalikan uang saya tapi zonk."
"1117","sangat mengecewakan mudah2an uang bs balik secepatnya,,disaat aku sudah bahagoa dapat room tau2 pesanan dicancel secara sepihak mdh2n tidak terulang lg dan bs bertanggungjawab utk mengembalikan uangnya secepat mungkin jgn bertele2 suruh nunggu berhari2 saya jg butuh uang saya pribadi,,"
"1118","Mantap"
"1119","Hotel termurah, paling ok sarannya ditambahi cara pembayaran menggunakan ov* dkk nya"
"1120","Ok"
"1121","Sangat diRekomendasikan; reputasi dan team pelayananan sangat profesional"
"1122","Kasih 4 dulu yaa..."
"1123","Harga lebih murah di banding dgn yg lain. Mantap"
"1124","Smoga lancar dan mudah"
"1125","bien"
"1126","Mantap"
"1127","Ok"
"1128","Selalu terbaik deh kalo sama Agoda😊"
"1129","Proses cepat"
"1130","Agoda aplikasi lemot"
"1131","Aplikasi agoda sangat berguna sekali bagi kita untuk memesan kamar hotel maupun tiket pesawat"
"1132","Mudah dan cepat"
"1133","Harga yg ditampilkan dan layanan2 hotel sering tidak sesuai.. sering kecewa saat closing pembayaran"
"1134","Mantul...mantap betul🤗🤗🤗"
"1135","Mantap...👍👍"
"1136","APLIKASI RIBET AMPAS KUDA"
"1137","Mohon segera di konfirmasi karena saya juga sudah melakukan pembayaran . Terimakasih"
"1138","Top"
"1139","Sangat amat kecewa, sudah melakukan pembayaran tapi malah tidak bisa dan dibatalkan setelah mau cek in belum ad datanya... Hbis melalui perjalanan ckup jauh niat ingin beristirahat tapi mlah gondok sakit hati, beda bgd sama aplikasi sebelah (T**v*l*ka) gercep langsung dapet ganti ketika ad problem.....Ulasan LengkapSangat amat kecewa, sudah melakukan pembayaran tapi malah tidak bisa dan dibatalkan setelah mau cek in belum ad datanya... Hbis melalui perjalanan ckup jauh niat ingin beristirahat tapi mlah gondok sakit hati, beda bgd sama aplikasi sebelah (T**v*l*ka) gercep langsung dapet ganti ketika ad problem..."
"1140","Saya sngat kcewa sekali mnggunakan agoda. Saya sudah booking hotel dan sudah bayar melalui indomaret. Ttapi ketika saya ingin chek in. Pihak hotel blum mnerima konfirm. Customer servis dari agoda sdah menghubungi saya. Dan sya di brikan dua pilihan refund mngembalikan dana dgn jngka waktu 14 hri ata...Ulasan LengkapSaya sngat kcewa sekali mnggunakan agoda. Saya sudah booking hotel dan sudah bayar melalui indomaret. Ttapi ketika saya ingin chek in. Pihak hotel blum mnerima konfirm. Customer servis dari agoda sdah menghubungi saya. Dan sya di brikan dua pilihan refund mngembalikan dana dgn jngka waktu 14 hri atau mlakukan booking ulang dgn agoda tunai. Lalu saya memilih booking ulang dgn agoda tunai. Ternyata saldo agoda tunai masih 0. Tolong bantu saya jgn anda menipu saya. Masa uang sya hangus bgitu saja!"
"1141","Ok membantu saat belibur"
"1142","Aplikasi gak pantes di play store ini, buat kalian yang mau daftat tiket pesawat atau hotel jangan disini. Saya sudah ludes dana yang dibilang lumayan sampai sekarang gak ada jawaban lagi. Jujur saya bukan cuma rugi, tetapi rugi untuk semua pulsanya. ""Lebih baik mencegah dari pada mengobati!"" kalo b...Ulasan LengkapAplikasi gak pantes di play store ini, buat kalian yang mau daftat tiket pesawat atau hotel jangan disini. Saya sudah ludes dana yang dibilang lumayan sampai sekarang gak ada jawaban lagi. Jujur saya bukan cuma rugi, tetapi rugi untuk semua pulsanya. ""Lebih baik mencegah dari pada mengobati!"" kalo bisa dikasih bintang 0 gabakalan saya kasih 1"
"1143","Nice"
"1144","Good😊"
"1145","Coba dong pembayaran nya bisa lewat bank transfer. Kalo gapumya kartu kredit kan ribet"
"1146","Hotel Sudah d bayar... Pihak hotel menolak kamar lg penuh"
"1147","Ok"
"1148","Puas harganya"
"1149","luar biasa diskonnya disaat yg lain harga tinggi agoda memberikan diskon yg excellent"
"1150","Bagus"
"1151","Mudah dan cepat"
"1152","sajian menu untuk metode pembayaran nya masih sangat kurang. Konfirmasi pembayaran nya tidak cepat. Pemesana yg dilakukan tiba2 terbatalkan. Pemesanan kamar selalu dalam prosea"
"1153","Sangat membantu"
"1154","Asli sih ini aplikasi sampe di Bell ke nomer apapun gak ada yang bisa di hubungi, lebih baik mencegah dari pada mengobati! Hati2 yang pesen tiket apapun disini."
"1155","Proses cepat"
"1156","Mantap"
"1157","Pemesanan mudah , cepat dan simple lanjutkan"
"1158","Murah hrgany dbanding yg lain"
"1159","Waktu konfirmasi untuk melakukan terlalu sedikit,,saya sudah melakukan pembayaran via indomart tiba2 dilakukan pembatalan secara sepihak melalui email...dikomplain via email tapi tidak direspon..."
"1160","Harga nya sangat murah dibanding aplikasi lain. Mungkin lebih di tingkatkan lagi. Jangan sampai ada booking cancel sebelah pihak setelah di bayar. Yg lain ok"
"1161","Saya keluhkan pelayanan dari Agoda. Setelah saya memesan hotel dan sudah membayarnya. Namun belom terkonfirmasi dari pihak Agoda. Saya telah telfon Agoda, namun hanya customer service yg menjawab hanya disuruh menyebutkan kode pesanannya. 2 kali telpon tetap saja, di pesanan saya masih di proses. sa...Ulasan LengkapSaya keluhkan pelayanan dari Agoda. Setelah saya memesan hotel dan sudah membayarnya. Namun belom terkonfirmasi dari pihak Agoda. Saya telah telfon Agoda, namun hanya customer service yg menjawab hanya disuruh menyebutkan kode pesanannya. 2 kali telpon tetap saja, di pesanan saya masih di proses. saya kirim email ke agoda tetap saja pesanan saya berketerangan masih di proses. Saya telpon pihak Hotel, pesanan atas nama saya belom ada. Padahal saya sudah membayar tpi belum di konfirmasi."
"1162","Bagus"
"1163","Mempermudah mencari hotel"
"1164","Harga paling murah"
"1165","Top"
"1166","Baik"
"1167","Sangat membantu"
"1168","mantap"
"1169","Cepat dan harga ok....lbh bnyk promo lagi ya..."
"1170","Top"
"1171","Mantep"
"1172","Cepat dan mudah"
"1173","Masih nyoba, ntr klo bagus aku tambahin bintang nya"
"1174","Banyak pilihan hotel yang sesuai dg kriteria permintaan anak dan istri.,. Mantafff.,."
"1175","Saya sudah VIP di agoda.. tapi biasa saja.. karena agoda tidak pernah memberi saya voucer atau diskon atau promo yang murah sebagai anggota VIP AGODA"
"1176","Saya kurang nyaman sama agoda udh 2x transaksi saya melakukan transfer tp tiba tiba dr pihak agoda transaksi tdk dpt di proses. Dan uang sy tidak dikembalikan sangat kecewa sy"
"1177","Dapat diskon gak ya"
"1178","Pesanan hotel saya dicancel sepihak oleh agoda tp dana ga dikembalikan kata cs tunggu 90 harian, pdhl skrg udh 90 hari lebih dan ga balik , mending pikir 2x deh yg pd mau pake ini"
"1179","Ok"
"1180","Ok banget"
"1181","Juos"
"1182","Dapat binatang satu pun tidak pantas .. tiba tiba-tiba orderan saya di cancel padahal awalnya sudah terverifikasi & posisi nya saya sedang rapat dengan client & harus mengurus hal BODOH AGODA !!!!!!!! TIDAK PROFESIONAL, TIDAK ADA KONFIRMASI PEMBATALAN LANGSUNG MAEN CANCEL !!!!!!!"
"1183","sangat baik"
"1184","Harga hotel paling murah"
"1185","Bagus"
"1186","Staff reception mbk dewi sangat ramah dan membantu. Thanks👍"
"1187","Membantu.. Diskon banyak.. Mantap"
"1188","Bagus"
"1189","Nice"
"1190","Excellent platform"
"1191","Harga yg d tampilkan murah tpi pas mau bayar jdi naik... g enak bnget g sesuai"
"1192","Good job"
"1193","selalu puas pesen hotel dan pesawat disini, banyak agoda tunai yg ditawarkan, harga hotelnya pun lebih murah klo dibandingkan sama aplikasi sebelah...."
"1194","Selalu memuaskan.. tidak pernah bermasalah ketika reservasi Hotel. Saya harap kedepannya, AGODA selalu melakukan yang terbaik terhadap pelanggan nya."
"1195","Mantab"
"1196","Good"
"1197","Murah murah❤❤"
"1198","Good choice for traveler"
"1199","Sangat membantu"
"1200","Nice apps"
"1201","Discount offers"
"1202","Good Application"
"1203","easy to use and useful.."
"1204","Good application"
"1205","Keren luar biasa"
"1206","Good app many promo"
"1207","Udah selesai pembayaran tapi no boking tidak muncul di hotel yg d tuju...."
"1208","Agoda jadi melempem,gw sering pke Agoda karna dlu harga nya bersaing kadang selisih 15k-30k an..tpi sekarang harga nya sama aja sama situs lain kadang malah lbih mahal Agoda,mending pindah ke lapak sebelah lbih mantul 🙏"
"1209","Pencarian hotel tidak sesuai dengan lokasi tujuan Mau cari lokasi mangga besar yang keluar nama hotel yang sama tapi dengan lokasi yang beda (gajah mada) Jadinya kurang praktis"
"1210","Balikin duit gua sebesar 239rb agoda anjing! Atas nama moch farhan rinaldi, udah booking bayar indomaret malah pembatalan otomatis dari pihak agoda!!!! Gua kecewa sama agoda!"
"1211","Tdk bisa pembayaran mbanking. Payah bikin ribet"
"1212","Bagus"
"1213","Aplikasi ini sangat merugikan,,sya sangat kecewa, tidak ada konfirmasi dari agoda perihal pendebitan rekening sya,,harusnya sebelum melakukan pembayaran ada konfirmasi terlebih dahulu ke user nya,,sya harap kejadian ini hanya menimpa sya,,bagi yg membaca ulasan saya diharapkan berhati2 dalam melakuk...Ulasan LengkapAplikasi ini sangat merugikan,,sya sangat kecewa, tidak ada konfirmasi dari agoda perihal pendebitan rekening sya,,harusnya sebelum melakukan pembayaran ada konfirmasi terlebih dahulu ke user nya,,sya harap kejadian ini hanya menimpa sya,,bagi yg membaca ulasan saya diharapkan berhati2 dalam melakukan pesanan di aplikasi ini.."
"1214","Baru mau pake apk ini,tapi kok baca ulasannya banyak yg kena tipu ya,jadi takut saya...."
"1215","Good"
"1216","Cepat"
"1217","Terbaaiiiikkkk😍😍👍👍👍"
"1218","Pengalaman mengesankan...tks agoda"
"1219","Mantul"
"1220","Good"
"1221","HARGA TIDAK JUJUR DIAWAL. LEBIH BAIK PESAN DARI APLIKASI SEBELAH YANG HARGANYA JUJUR"
"1222","Satisfied"
"1223","Untuk ke 3x nya setelah bayar di cancle sepihak oleh agoda.. Parah, murah juga murahan, pelayanan parah..."
"1224","Mantap"
"1225","Good"
"1226","Bagus"
"1227","Easy Booking"
"1228","Awesome app"
"1229","Murah"
"1230","Saya selalu menggunakan agoda bila keluar negeri"
"1231","Sangat membantu"
"1232","Good"
"1233","bos, kenapa kalau kita filter malah banyak hotel yg tidak muncul. misal saya cari hotel di Bali, saya pilih filter rentang harga 0 - 3.000.000 per malam, disitu yg tampil cuma 2 hotel saja, sedangkan kalau saya pilih secara manual hotel daerah bali tanpa filter rentang harga, nyatanya banyak hotel y...Ulasan Lengkapbos, kenapa kalau kita filter malah banyak hotel yg tidak muncul. misal saya cari hotel di Bali, saya pilih filter rentang harga 0 - 3.000.000 per malam, disitu yg tampil cuma 2 hotel saja, sedangkan kalau saya pilih secara manual hotel daerah bali tanpa filter rentang harga, nyatanya banyak hotel yang seharga dibawah 3.000.000. mohon diperbaiki bos, terima kasih perhatiannya!"
