"","x"
"3072","semoga Agoda terus berjaya dan meningkatkan kwalitas nya"
"3073","recommended banget. skr bs pesan tanpa kartu kredit."
"3074","sangat bermanfaat"
"3075","daftar aja susah,kode OTP udah lewat pdhl baru 20detik dr 60detik.. gimana sii... cacat banget.!!"
"3076","mntp"
"3077","tdk bisa nggunakan cas tunai aggoda"
"3078","Good"
"3079","di delete aja lah aplikasi nya ,, liat ulasan nya bikin sakit hati ... tar gue jauh datang malah ga bisa chek in lg ... mendingan pke aplikasi yg kemaren aja ..."
"3080","Harga lebih murah dr aplikasi sejenis, jenis pembayaran kalau bisa ditambah lg lebih banyak agar variatif"
"3081","mantap lah"
"3082","its make easy and simple"
"3083","harga kompetitif dibanding aplikasi lainnya"
"3084","Agoda betul2 bersahabat"
"3085","Terima kasih"
"3086","oke"
"3087","bagus banget"
"3088","👍"
"3089","gimana sih agoda katanya bayar nanti kok minta no kartu kredit segala hemmmmmm"
"3090","kalo bisa di tingkatnya di tambah pajak dan biaya adminnya ya min terima kasih"
"3091","harga bersaing n bersahabat"
"3092","...bagus dan cepat responnya.."
"3093","bagus"
"3094","Suka banget ama Agoda, dikasih harga terendah untuk hotel yang sama, diantara para pesaingnya, harga Agoda jauh lebih murah 200-300 rb. pertahankan Agoda!"
"3095","mantap"
"3096","oke banget"
"3097","tlg kasih tau tempat masukin kode promo. krn saya bolak balik nga ada. sebenernya mau kasih promomya atau nga? kecewa saya"
"3098","Saya pakai agoda buat pesan kamar hotel Reddoorz dengan sangat murah. lebih murah dari pada apk reddoorz resmi.. Makasihh Hotel Paradiso Makassar ❤️"
"3099","bagus"
"3100","Harga paling murah dan promo nya luar biasa"
"3101","okaiii bangetttsss"
"3102","Saya mau rubah tanggal Check-in, mohin dibantu dng sangat."
"3103","very good"
"3104","murah murah"
"3105","top aplikasi👍"
"3106","cepat"
"3107","oke"
"3108","fast & cheapest booking"
"3109","membantu sekali yah ini aplikasi.a😘tankyou agoda"
"3110","harganya paling murah dibandingkan dengan aplikasi yang lain"
"3111","best"
"3112","Ok.. 💕 Thanks Agoda"
"3113","ok"
"3114","bagus n murah"
"3115","aplikasi sangat membantu"
"3116","saya lbih seneng pake agoda simple"
"3117","Booking hotel begitu mudah dg Agoda. Saran u sistem pembayaran akan lebih baik jika bisa dilakukan dgn sytem transfer bank juga."
"3118","mantul"
"3119","Buat semua yg pesen hotel lewat pembayaran alfamart/indomart terus di batalkan pihak agoda , telfon saja ke pihak agodanya , nanti pihak agoda akan mengirimkan email untuk mengirimkan bukti pembayaran/struk . Lalu ditunggu beberapa jam , pihak agoda akan telfon balik dan menawarka refund , duit saya...Ulasan LengkapBuat semua yg pesen hotel lewat pembayaran alfamart/indomart terus di batalkan pihak agoda , telfon saja ke pihak agodanya , nanti pihak agoda akan mengirimkan email untuk mengirimkan bukti pembayaran/struk . Lalu ditunggu beberapa jam , pihak agoda akan telfon balik dan menawarka refund , duit saya balik malah ditambah dari jumlah pembayaran saya . Kalo pengin gak ribet sih lewat Visa aja ."
"3120","be a nice"
"3121","Ini saya uda boking kenapa tiba "" di batalkan ya sama pihak agoda, pdahal saya sudah mlakukan pembayaran via indomaret,"
"3122","jelek sistemnya tolong diperbaiki udah boking hotel pas sampai hotel ternyata di cancel 😰call center gak jelas dan ribet gak bisa bicara sama Operatornya sampai pulsa habis... untung ada aplikasi sebelah yg jauh lebih mudah dan gak mengecewakan"
"3123","pengen dapet kode promo dong,setelah booking"
"3124","luar biasa👍👍👍"
"3125","mantap"
"3126","puas menggunakan Agoda banyak pilihan dan sudah saya buktikan sampai ke luar negeri"
"3127","sangat membantu"
"3128","very good"
"3129","jangan download aplikasi ini nyesel saya sudah pake aplikasi ini. sudah melakukan pembayaran via indomaret tp tiba tiba pesanan saya di batalkan oleh agoda dan tidak ada tanggung jawab untuk membalikan uangnya"
"3130","Aduuh aplikasi tai, 2 kali pesan hotel, 2 kali juga di batalin dari pihak agoda, di komplain eh uangnya gak bisa di kembalikan, banyak alasannya. Jgn download aplikasi ini klo tdk mau merasa tertipu. Sumpah saya gak main2 saya merasa di tipu..."
"3131","good"
"3132","SANGAT KECEWA JAUH2 DATANG BUAT LIBURAN, UDAH BOOK HOTEL MALAH PAS UDAH SAMPE GATAUNYA PESANAN DIBATALKAN, MANA SAYA SUDAH BAYAR!!! REFUNDNYA JUGA RIBET BANGET! SAYA GAK CEK2 DULU PAS BERANGKAT SAYA PIKIR AMAN2 AJA KARNA SAYA SERING PAKAI APK BOOK ONLINE N LANCAR2 AJA BARU KALI INI PAKAI AGODA N LAN...Ulasan LengkapSANGAT KECEWA JAUH2 DATANG BUAT LIBURAN, UDAH BOOK HOTEL MALAH PAS UDAH SAMPE GATAUNYA PESANAN DIBATALKAN, MANA SAYA SUDAH BAYAR!!! REFUNDNYA JUGA RIBET BANGET! SAYA GAK CEK2 DULU PAS BERANGKAT SAYA PIKIR AMAN2 AJA KARNA SAYA SERING PAKAI APK BOOK ONLINE N LANCAR2 AJA BARU KALI INI PAKAI AGODA N LANGSUNG KECEWA AUTO PINDAH KE APK TETANGGA TERBUKTI LEBIH AMAN N GK PERNAH KECEWA 😊😊😊😊😊"
"3133","aplikasi abal"" masak saya sudah melakukan pembayaran hotel tiba"" pesanan hotel saya dibatalkan.saya tidak merekomendasi sama sekali aplikasi ini."
"3134","recommended"
"3135","hotel backpacker"
"3136","mantap"
"3137","terrible. horrible. very very bad. sangat buruk. saya sudah membayar ratusan ringgit di minimarket sesuai instruksi agoda. tapi agoda menyatakan belum menerima pembayaran lalu membatalkan pesanan sepihak. padahal pihak ketiga berkata telah menerima namun mereka tidak bisa melakukan refund karena yg ...Ulasan Lengkapterrible. horrible. very very bad. sangat buruk. saya sudah membayar ratusan ringgit di minimarket sesuai instruksi agoda. tapi agoda menyatakan belum menerima pembayaran lalu membatalkan pesanan sepihak. padahal pihak ketiga berkata telah menerima namun mereka tidak bisa melakukan refund karena yg bisa hanya agoda. setelah saya komplain2 barulah agoda menyadari bahwa mereka salah. tetapi pelayanan sangat buruk. hingga hari h pemesanan saya tidak diberi ganti rugi sehingga saya terkatung katung."
"3138","Aplikasi paling murah nyari hotel. Semoga ditambah lagi hotel hotel yg kerjasama"
"3139","Agoda call center berapa? bagaimana caranya langsung berbicara ke customer service karna masukan kode booking salah terus?"
"3140","good"
"3141","mantapppp"
"3142","sangat cocok untuk saya"
"3143","proses lama duit udah bayar 2 kali di batalkan dua2nya apk apaan ini"
"3144","good"
"3145","Saya kemarin malam booking hotel dan langsung bayar , eh tiba-tiba besok nya sudah dibatalkan dari pihak Agoda nya , nomer CS di google gak bisa di hubungi semuanya pulak . GIMANA UANG SAYA WOYY!!!!"
"3146","lebih dipermudah dalam pencarian dan pemesanan"
"3147","Luar biasa,sangat mempermudah dan murah harganya"
"3148","auto delete lah, udah instal belum sempet buka namun review pada terrible dimana pada kena cancel sepihak oleh agoda dan uang tidak bisa dikembalikan. terimakasih dah pada review jujur sehingga sy turut prihatin atas musibah yg kalian alami saat pakai app ini, so saya kasih rate 1 juga"
"3149","good"
"3150","Ketika anda sudah pesan hotel, transfer senilai yg tertera dan ternyata di hotel g terkonfirm kode bookingnya, email kode booking kagak masuk2 ke email jg, nunggu di lobby 3jam lebih ampe jam 12 mlm, call center g bs d hubungi, bs pun dihubungi tp call center berbahasa inggris, pihak hotel plonga pl...Ulasan LengkapKetika anda sudah pesan hotel, transfer senilai yg tertera dan ternyata di hotel g terkonfirm kode bookingnya, email kode booking kagak masuk2 ke email jg, nunggu di lobby 3jam lebih ampe jam 12 mlm, call center g bs d hubungi, bs pun dihubungi tp call center berbahasa inggris, pihak hotel plonga plongo dan ternyata... pesanan anda dibatalkan karena dana tidak kami terima dan anda sudah kirim email pembatalan dari anda dan uang anda tidak dapat kembali.... im sorry for that sir! good job!!!"
"3151","SAYA SUDAH MELAKUKAN PEMBAYARAN DARI PESANAN, NAMUN TIDAK ADA KONFIRMASI EMAIL PESANAN DARI PIHAK AGODA HINGGA TENGAH MALAM SAMPAI SAYA HARUS MENCARI DAN MEMBAYAR HOTEL LAIN. SAYA HUBUNGI CUST. SERVICE JUGA TIDAK ADA TANGGAPAN. MOHON TANGGUNG JAWAB PENUH DARI PIHAK AGODA, ATAU MOHON DILAKUKAN PENGEM...Ulasan LengkapSAYA SUDAH MELAKUKAN PEMBAYARAN DARI PESANAN, NAMUN TIDAK ADA KONFIRMASI EMAIL PESANAN DARI PIHAK AGODA HINGGA TENGAH MALAM SAMPAI SAYA HARUS MENCARI DAN MEMBAYAR HOTEL LAIN. SAYA HUBUNGI CUST. SERVICE JUGA TIDAK ADA TANGGAPAN. MOHON TANGGUNG JAWAB PENUH DARI PIHAK AGODA, ATAU MOHON DILAKUKAN PENGEMBALIAN DANA SECARA PENUH!"
"3152","Kalo mau pake agoda pikir2 lagi aja, konfirmasi pembayaran gak jelas eh tau2 di cancel pihak agoda. ilang deh duitnya"
"3153","Baru instal tapi setelah baca testi yg lain mau booking jadi ngeriiiiii"
"3154","PENIPUAN, PESANAN SAYA DIBATALKAN SECARA SEPIHAK, call centre gak ada yg bisa dihubungi, JANGAN PERNAH DOWNLOAD APLIKASI SETAN INI.. SAYA SUMPAHIN MATI SUSAH LU!!!"
"3155","good job"
"3156","jelek"
"3157","orderan saya kenapa lama prosesnya...padahal saya sudah melakukan pembayaran lewat indomaret....tapi diaplikasi sedang proses terus"
"3158","saya sudah kirim sampai skrng belum ada jawabannya"
"3159","memuaskan, harga bersaing dan good quality"
"3160","sippppp"
"3161","sangat membantu"
"3162","ok...harga lebih murah"
"3163","Order dibatalkan sepihak oleh Agoda, dana dikembalikan ke saldo, tdk bisa dicairkan.. order lagi berkali-kali tp tdk bisa dgn alasan terjadi gangguan tekhnis. Ini aplikasi sewa hotel atau aplikasi buat bunuh diri sih?"
"3164","pesanan saya telah dibatalkan agoda tetapi sampai sekarang belum ada refund tolong bantuannya"
"3165","top"
"3166","TOLONG PROSES REFUND NYA JGN D BUAT LAMA KRNA JUMLAH UANG JUGA LUMAYAN"
"3167","Bagus dan efektif, tapi kurang banyak promo dan discountya wkwkw 👍👍👍"
"3168","ok"
"3169","oke deh"
"3170","aplikasi sampah. udj booking udh bayar udh smp hotel malah dpt emai dibatalkan pembayaran ga dterima .maksudnya apa? kalo pembayaran ga diterima knp bisa uang saya diterima kasir indomaret trus struk pembayaran keluar diterima agoda? udah keluar uang menikmati hak saya enggak . mana itu malam . trua...Ulasan Lengkapaplikasi sampah. udj booking udh bayar udh smp hotel malah dpt emai dibatalkan pembayaran ga dterima .maksudnya apa? kalo pembayaran ga diterima knp bisa uang saya diterima kasir indomaret trus struk pembayaran keluar diterima agoda? udah keluar uang menikmati hak saya enggak . mana itu malam . trua uang say gimana. cs dtelpon ga bisa2. sampah bgt ni aplikasi .gw ga ikhlas ga ridho tu uang gw . gw kecewa. ga berkah tu uang gw yg masuk dunia akhirat buat agoda. bangkrut2 lo !!! sampah ga bermutu"
"3171","mantap"
"3172","fast procedure"
"3173","lumayan"
"3174","aman dan murah"
"3175","mantap 👍"
"3176","good"
"3177","cool"
"3178","wow"
"3179","aplikasi busuk, sudah di bayar tapi tibatiba di batalkan. uang hilang tidak bisa di kembalikan. aplikasi busuk jangan pernah pesan lewat agoda"
"3180","bagus banget"
"3181","Good. Booking hotel apk"
"3182","keren"
"3183","akses cepat, mudah dan murah.👍"
"3184","belom aja gua laporin ke pihak berwenang untuk mengapus ini aplikasi"
"3185","Harga tiket mahal"
"3186","Belum termasuk biaya pajak. hufffyy..."
"3187","mantap"
"3188","aplikasi ini memang terbaik dari semua aplikasi yg pernah sya coba,,,tuk booking hotel dengan harga yang sangat terjangkau......murah tp bukan murahan terimakasih tuk agoda,,,,"
"3189","customer service nya susah dihubungi , udh bayar via indomaret tp dibatalkan dan duitnya gajelas dibalikin kemana"
"3190","saya baru mesan pembayaran via indomaret tiba tiba status pemesanan saya dibatalkan. dan uang saya tidak dikembalikan. dai pihak agoda tidak pengubris imail yg saya berikan pelayanan yg buruk"
"3191","Tampilan aplikasi terlalu ramai, ribet, membingungkan. Mau bayar pakai agoda tunai tidak pernah berhasil.. perbaiki tampilannya yang TIDAK SEDERHANA!!!"
"3192","ok banget"
"3193","promo diskonnya gila bener rek, ciamik wes ta 👍"
"3194","mantap"
"3195","transaksi ribet..coba transaksi bs via transfer ebanking/ATM.."
"3196","memberikan alternatif harga yang cukup kompetitif"
"3197","good"
"3198","josss"
"3199","gampang dan sangat membantu utk pencarian hotel thanks agoda"
"3200","mantap"
"3201","good"
"3202","saya sudah bayar di alfamart dan tiba2 dicancel dari pihak agodanya dengan alasan saya blm membayar, maksudnya apa ya bikin sistem yang bagus kok atau aplikasi iji sengaja untuk nipu org ya?"
"3203","ok"
"3204","pemesanan sangat mudah"
"3205","Sangat memudahkan untuk mencari penginapan dan dijamin lebih murah"
"3206","Balikin uang saya. Yang dibatalin sepihak ajah dari agoda uang ga balik apalagi saya yg batalin sendiri. Cs susah dihubungi. Alesan udah dipotong sama pihak properti. Yg motong properti apah agoda. Udah iklasin ajah deh itung itung buat amal hehe. KECEWA SAMA AGODA"
"3207","very helpful. good offer"
"3208","ok....banyak promo."
"3209","kere ber........"
"3210","kok aplikasi agoda gini saya 2 kali melakukan pesanan di hari yang sama pembayaran via alfamart dan indomart tp knp tiba tiba terjadi pembatalan sepihak dr pihak agoda...sangat kecewa"
"3211","Nice App"
"3212","saya sudah bayar kenapa di batalkan tolong kebijakan nya jelek bngt si aplikasi gak jls semua sdh sy ajukan di email agoda d servisnya jg tp blm ada tanggapan tlg . jangan download jangan pesan di sini app tidak bertanggung jawab tlg kembali kan uang sayaaaa!!"
"3213","ok"
"3214","Aplikasi tidak jelas tidak ada tanggung sama sekali sy sarankan jika ingin boking hotel jangan download agoda bila tidak ingin menyesal tidak ada tanggung jawab"
"3215","cari hotel lebih mudah dan praktis harga cukup bersaing.."
"3216","jelek"
"3217","lebih mudah reservasi dengan aplikasi dan ada banyak diskon"
"3218","bagus"
"3219","murah banget"
"3220","harganya murah"
"3221","mantap bro murah meriah"
"3222","sangat direkomendasikan"
"3223","Mudah dan Cepat cari hotel bersama Agoda"
"3224","aplikasi memudahkan kami"
"3225","semoga manfaat"
"3226","aplikasi agoda lumayan simple, mudah dipakai"
"3227","sangat membantu"
"3228","best hotel booking so far , harga bersaing cuy"
"3229","ok guess"
"3230","agoda..menggoda"
"3231","ok"
"3232","good"
"3233","banyak diskon ."
"3234","Saya baru pertama kali menggunakan AGODA. Cara pembayaran nya sangat mudah. Semoga nanti di hari liburan Saya, sesampai di hotel, tidak ada masalah apapun..... Sukses selalu buat AGODA ya."
"3235","bagus"
"3236","jos"
"3237","pertama kali pakai sudah mengecewakan,transaksi sudah berhasil tgl 29 juli pas mau cekin ternya adanya ditgl besok 30 juli. klo mau cekin dihari itu dikenakan cas 100k dari pihak hotelnya,direfund gabisa. akhirnya besoknya saya balik dong pas udh kehotelnya lagi tglnya berubah jadi tgl 31 juli. saya...Ulasan Lengkappertama kali pakai sudah mengecewakan,transaksi sudah berhasil tgl 29 juli pas mau cekin ternya adanya ditgl besok 30 juli. klo mau cekin dihari itu dikenakan cas 100k dari pihak hotelnya,direfund gabisa. akhirnya besoknya saya balik dong pas udh kehotelnya lagi tglnya berubah jadi tgl 31 juli. saya kesel banget sampe gemeter pengen saya kata-katain pihak agodanya. karna saya cari nomer CSnya digoogle semuanya tdk bisa dihubungi. cukup sekali dan tidak akan pernah pakai agoda lagi."
"3238","rrr"
"3239","sangat bagus"
"3240","mudah dan murah"
"3241","mau ganti tanggal susah sekali dan nomor tlp agoda sm sekali tidak membantu"
"3242","auto gk jadi gunain jasa agoda setelah liat ulasan para netizen"
"3243","keren"
"3244","baru pertama semoga tdk mengecewakan"
"3245","booking hotel n tmpt penginapan lainnya lebih murah n berkualitas"
"3246","simpel dan harga terbaik"
"3247","Aplikasi booking hotel paling murah banyak diskon No ribet ribet"
"3248","🌛"
"3249","bagus"
"3250","harga yang ditawarkan sangat ekonomis, dengan kualitas hotel yang sangat bagus."
"3251","baru download, tadinya mau order untuk minggu ini dan liat harganya lebih murah dari tetangga sebelah.. pas liat ulasan mengerikan semua, auto delete lagi.. untung baca ulasan dulu.. balik lagi aja ke sebelah, mening yg pasti pasti aja 😊"
"3252","good"
"3253","bagus dan murah"
"3254","ok"
"3255","luar biasa..byk promo nya"
"3256","parah mohon jangan booking disini ini aplikasi penipu kalau ada yg mau laporkan aplikasi ini saya siap jadi saksi untuk penipuan ini"
"3257","good"
"3258","Agoes is ok"
"3259","pemesanan mudah , banyak pilihan dan cepat , saya suka bgt aplikasi ini terimakasih agoda"
"3260","good"
"3261","Tolong dari pihak agoda nya langsung, saya udah mesan tiket bayar via alfamart terus tiba dibatalkan dan tidak ada masuk uang refund! saya tanya kepihak hotel tidak ada pesanan atas nama saya yg dibatalkan. dan tidak ada uang msuk sesuai nominal uang saya di rekeninh hotel yg menandakan uang itu mas...Ulasan LengkapTolong dari pihak agoda nya langsung, saya udah mesan tiket bayar via alfamart terus tiba dibatalkan dan tidak ada masuk uang refund! saya tanya kepihak hotel tidak ada pesanan atas nama saya yg dibatalkan. dan tidak ada uang msuk sesuai nominal uang saya di rekeninh hotel yg menandakan uang itu masih ada dipihak agoda! saya sudah coba hubungi pihak agoda mulai dari call center sampai via email dan itu tidak mmbantu sama sekali! tolong uang saya direfund sebesar Rp. 406.000,- saya tunggu!!"
"3262","suka banget pake agoda, murahh"
"3263","sangat membantu mendapat harga istimewa"
"3264","Keterangan cari hotel jelas, harga murah dibanding yg lain."
"3265","baik"
"3266","Pembayaran menggunakan Kartu Kredit Visa tidak menampilkan kode OTP, kurang aman..."
"3267","mudah pemesanan, semoga tidak ribet saat realisasi"
"3268","👍👍👍"
"3269","bagus"
"3270","👍👍👍 mantap"
"3271","app dengan tawaran harga ter dan paling murah"
"3272","gooood Binggooo. Tks agoda"
"3273","cukup baik harga penginapan di agoda"
"3274","like it"
"3275","nice app"
"3276","mantap"
"3277","hrg lebih murah dari lainnya, proses cepat & update realtime.. top"
"3278","nice"
"3279","coba dulu"
"3280","Agoda Oke"
"3281","mantap bagus aman dan nyaman"
"3282","pertahankan😉"
"3283","mohon maaf saya kasih bintang 1. tolong untuk proses refund jangan lama lama. soalnya itu sy batal karena kesalahan dari pihak agoda yh di sebabkan gangguan teknis. dan sy harus ribet ngurusin brbagai macam syarat untuk pengembalian biaya. untuk pengembang semoga bisa si pertimbangkan lagi kebijakan...Ulasan Lengkapmohon maaf saya kasih bintang 1. tolong untuk proses refund jangan lama lama. soalnya itu sy batal karena kesalahan dari pihak agoda yh di sebabkan gangguan teknis. dan sy harus ribet ngurusin brbagai macam syarat untuk pengembalian biaya. untuk pengembang semoga bisa si pertimbangkan lagi kebijakan2. ny trmksh"
"3284","Gimna ni gue uda bayar tiba2 di batalin uda le 2 x nya di batalin"
"3285","ini gimana ya cara nya saya sudah bayar di alfarmat tapi tibatiba di batalkan semdiri dari agoda sudah 2x dapat kerugian"
"3286","payah"
"3287","bagus cepat n tepat"
"3288","iya deh"
"3289","pesanan tiba2 di cancel scr sepihak, untuk pengembaliaan uangnya ribet banget, kirim2 dokumen, tp tetep susah juga pengembaliaannya. udah mau sebulan, belum ada kabar pengembalian. Kecewa dan menyesal unduh aplikasi ini."
"3290","cepat dan murah"
"3291","very easy to me"
"3292","Gampang aplikasi pemesanannya"
"3293","sampai saat ini uang belum kembali"
"3294","ok"
"3295","aplikasi tae, booking dibatalkan tanpa konfirmasi lebih dulu"
"3296","Jangan instal aplikasi ini. Pelayanan tidak brtanggungjawab. Saya mendapatkan pembatalan sepihak, cs tdk bisa di tlfon, tapi prosedur refund sangat dipersulit, pedahal itu adalah murni kesalahan agoda, kenapa musti saya yg repot."
"3297","pesen hotel udh bayar malah tiba2 dibatalin sama pihak agoda dengan alasan hotel penuh...eh duit yang dibayar malab gak dibalikkin banyak banget alasan nya pas nanya tentang pengembalian dana. jangan lagi deh pesan di agoda sumpah..pdhl saya dah kirim data2 dan bukti transfer lewat emaip sampai skrg...Ulasan Lengkappesen hotel udh bayar malah tiba2 dibatalin sama pihak agoda dengan alasan hotel penuh...eh duit yang dibayar malab gak dibalikkin banyak banget alasan nya pas nanya tentang pengembalian dana. jangan lagi deh pesan di agoda sumpah..pdhl saya dah kirim data2 dan bukti transfer lewat emaip sampai skrg gak ada balasan....jasa yang makan duit pelanggan tapi tidak memberikkan jasanya. penipu...balikkin duit gw sekarang"
"3298","baik"
"3299","👍"
"3300","jangan pakai aplikasi ini jika anda tak ingin menyesal, terutama saat2 liburan/refreshing akan berubah jd hari yg menjengkelkan. Saya mengalami pembatalan sepihak, sesaat sebelum check in. Nomor cs tdk ada yg mengangkat. sy juga tdk mendapat penjelasan yg clear untuk proses refund. terpaksa saya men...Ulasan Lengkapjangan pakai aplikasi ini jika anda tak ingin menyesal, terutama saat2 liburan/refreshing akan berubah jd hari yg menjengkelkan. Saya mengalami pembatalan sepihak, sesaat sebelum check in. Nomor cs tdk ada yg mengangkat. sy juga tdk mendapat penjelasan yg clear untuk proses refund. terpaksa saya mencari hotel lagi tentunya lebih mahal krna mendadak."
"3301","pertama kali pake aja udah nyesel.. lucu aja kalo bokingan di batalkan harusnya kode pembayaranya hangus dong? bikin aplikasi pake logika lah.. kalopun di batalinya setelah pembayaran gada istilahnya kesalahan teknis dan refund nya harus sesuai waktu bokingan.. ngapain nunggu 30hari toh bukan salah ...Ulasan Lengkappertama kali pake aja udah nyesel.. lucu aja kalo bokingan di batalkan harusnya kode pembayaranya hangus dong? bikin aplikasi pake logika lah.. kalopun di batalinya setelah pembayaran gada istilahnya kesalahan teknis dan refund nya harus sesuai waktu bokingan.. ngapain nunggu 30hari toh bukan salah kita juga.. dan pembayaran aja lewat idm terus kita harus nagih uangnya ke kasir idm? sory kita gak sebodoh yg punya aplikasi ini.. fvckk"
"3302","Tingkatkan pelayanan n hrg hotel n pesawat bersaing"
"3303","oke"
"3304","recoment bgd deyh sama aplikasi ini.. 👍👍"
"3305","ok"
"3306","voucher nya membingungkan.. blm lg harga blm masuk pajak"
"3307","jangan instal, udah pesan malah cancel. agoda tunai ga bisa di pakai, masa harus tetap masukin data kartu kredit. jangan instal!!!"
"3308","mantap"
"3309","topppppppp bgt favorit"
"3310","Niceeee!!!"
"3311","tetap jadi pilihan dikala cari hotel bagus dg harga diskon. hehehe"
"3312","aplikasi penginapan yang murah dan sesuai dengan yg ditawarkan"
"3313","aplikasi anjing, saya udah bayar di indomart tiba-tiba ada pembatalan di agoda dan alasan survey server eror,,, uang juga tdk di kembalikan sampai skrg.... aplikasi tai anjing"
"3314","agoda aplikasi paling gampang dan paling murah...."
"3315","luar biasa"
"3316","Mudah dn cepat, , , harga oke"
"3317","mantap"
"3318","mantap' mudah banyak pilihan hotel' saya made in dari ujung sumatra ACEH... indonesia"
"3319","Sangat kecewa dengan aplikasi ini. seharusnya jika memang server sedang eror, ada pemberitahuan bahwa tdk bisa dilakukannya booking hotel. Lah ini gak ada pemberitahuan server lg eror trus udah bayar malah dibatalin sepihak sama pihak agodanya. Mohon pihak agoda kembalikan uang saya"
"3320","SAYA SANGAT KECEWA DENGAN APLIKASI AGODA. Setelah melakukan pembayaran lewat indomaret, bukannya menerima email e-ticket malah saya mendapatkan email pembatalan sepihak dari pihak agoda. Uang saya hangus begitu saja -_- Dokumen pengembalian uangnya pun dibikin sangat sangat ribet dan akhirnya uang s...Ulasan LengkapSAYA SANGAT KECEWA DENGAN APLIKASI AGODA. Setelah melakukan pembayaran lewat indomaret, bukannya menerima email e-ticket malah saya mendapatkan email pembatalan sepihak dari pihak agoda. Uang saya hangus begitu saja -_- Dokumen pengembalian uangnya pun dibikin sangat sangat ribet dan akhirnya uang saya benar benar hilang. #kembalikanuangkami"
"3321","Mantapppp bener"
"3322","ok baik"
"3323","good"
"3324","mantap"
"3325","bagus, harga hotelnya lebih murah"
"3326","bagus banget, murah"
"3327","murah 😊"
"3328","Nyesel bgt pake agoda.. Udah ke 5x pesen lwat agoda selalu dibatalkan lwat pihak agoda seenaknya.. Kita tlp alsn dr pihak htl hbs tapi knp diagoda masih ada bbrp... Prtam kedua agak maklum lah lah ini udah ke lima x nya.. Ga nyaman bgt pake agoda.."
"3329","good"
"3330","Sangat mengecewakan. Harga teetera beda dengan harga yang dibayarkan pada kartu. Tidak ada pemberitahuan harga yang akan dipotong sejumlah berapa. Ini jadinya kearah penipuan. Sangat tidak recomended"
"3331","jadi ragu karena review yg jelek."
"3332","mntap"
"3333","ok"
"3334","saya pertama kali pesan lewat agoda ,awalnya terpaksa karena pemesanan di aplikasi sebelah lagi full utk hotel yg saya inginkan...saya bayar lewat indomaret dan bayar sebelum waktunya habis..dengan santainya sorenya jam 18 saya ke hotel tujuan saya...alangkah kaget ternyata di resepsionis tdk ada pe...Ulasan Lengkapsaya pertama kali pesan lewat agoda ,awalnya terpaksa karena pemesanan di aplikasi sebelah lagi full utk hotel yg saya inginkan...saya bayar lewat indomaret dan bayar sebelum waktunya habis..dengan santainya sorenya jam 18 saya ke hotel tujuan saya...alangkah kaget ternyata di resepsionis tdk ada pesanan saya. saran resepsionis minta dicek di email dan ternyata benar pesanan dibatalkan via email tanpa konfirmasi lewat telpon...proses pengembalian juga ribet dari opsi 1-3 nya..nyesal pilih agoda"
"3335","sangat membantu"
"3336","good"
"3337","lebih mudah dan murah"
"3338","proses cepat harga murah kualitas oke"
"3339","test drive"
"3340","sangat memuaskan"
"3341","harga dan penginapan sangat worth it,nggak pernha mengecewakan"
"3342","baru pertama install & melakukan booking hotel 3 hari sebelum chek in.. semoga pelayanannya tidak seperti yang dikatakan pada kebanyakan ulasan.. kalo pemesanan pertama saya ini memuaskan saya janji akan merekomendasikan Agoda pada kolega-kolega saya, tapi kalo ternyata benar seperti apa yang dikata...Ulasan Lengkapbaru pertama install & melakukan booking hotel 3 hari sebelum chek in.. semoga pelayanannya tidak seperti yang dikatakan pada kebanyakan ulasan.. kalo pemesanan pertama saya ini memuaskan saya janji akan merekomendasikan Agoda pada kolega-kolega saya, tapi kalo ternyata benar seperti apa yang dikatakan kebanyakan orang pada ulasan saya akan sebarkan seluas-luasnya tentang buruknya pelayanan Agoda.. untuk saat ini saya kasih bintang 5"
"3343","sgat baik dan membantu"
"3344","lumayan tapi seringin dan banyakin diskonnya donk"
"3345","untuk pengalaman saya pertama kali menggunakan Agoda sangat membantu sekali dalam saya melakukan perjalanan keluar kota"
"3346","Agoda Good 👍👍 semoga lebih baik lg"
"3347","mudah dan murah"
"3348","Pertahankan kualitas"
"3349","good"
"3350","Baru aja gunain sekali langsunh dikecewakan. Udah booking ehh pas di hotel gabisa masuk dengan alasan penuh. Untuk refund pun ribet banget. Aplikasi tidak recomended. Buat refund susah."
"3351","tq agoda sangat membantu sekali"
"3352","Sangat sangat membantu"
"3353","mudah murah"
"3354","👍👌"
"3355","ok"
"3356","mantap"
"3357","recomended"
"3358","harga terbaik"
"3359","Pilihan hotel terkadang tidak sesuai"
"3360","mempermudah melakukan pemesanan"
"3361","cepat prosesnya dan murah"
"3362","Voucher gak diterima, parah!!!!!!? Saya harus keluarin duit dl utk chek in.. Kecewa, padahal saya udah berlangganan agoda, sangat disayangkan kualitas pelayananya menurun.."
"3363","oke memudahkan pesan kamar hotel dan tiket pesawat"
"3364","bagus, aman, properti sesuai"
"3365","PROSES RIBET, CS TIDAK BISA DIHUBUNGI. SAYA SUDAH BAYAR TAPI DIBATALKAN DAN PENGEMBALIAN UANG 3 BULAN. SUMPAH GA MASUK AKAL AGODA !!!!"
"3366","mantap sangat membantu"
